_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.06407423755455365
ccac3879652b08cb8b44c1920fd93afa,0.011209532747135036
fcccab4d7a76f70647f015f2c84c2af8,0.01635369204203047
ed8399278c30678dab739045fa12b440,0.04210205345801942
1d4d62ac5cabcb48bac7112813f290cb,0.018602341799425482
aba2dec4c5cab88824f36babd24b986f,0.1471812662217212
06f318f1dd178e738f675bb88a5adb84,0.00809572964629085
d5036f5956e42ee6207296238fc4bc1d,0.009020627346710589
fe0cc8933698ad4046ff2b82f65756eb,0.01500746961909194
70190122f4ebf196535e11b33eb95b81,0.010524553501555522
8c2e044ac444afd4d0dea67eba0079c4,0.13864581193823525
0d7db1117ed3606d7bbbb65d584b5c2f,0.2264339113814659
aa3d1e4ba96323b5449a23cb54badc50,0.5001353473743515
d312d9b1ffdab785a806490ca0450f7b,0.15270746034755905
56da3f911d7cc5e8f47f2703b74bdc45,0.031062797103005937
19afb1a10078e901994a1e1e2c058652,0.01595292346381599
9ac0fc025e2f551a7d5214a606a77434,0.012104613799221748
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.017274146711155597
1c02af75529cdaee5f8822a5251f5c63,0.015151513234539693
9d0424c7a80ebde8cc8b5520721592f2,0.3770921985473096
cf005d4bc86312d5f1032e08ef342e05,0.7633582254433593
6abe7bc6263ac81d7f6764c6b0489703,0.01511038131309791
b56ee107fc7abbabfa317f9209cbc5fd,0.03375470121039117
2fd2f7790cd8d0c638d55f41b1f323a2,0.01410498771618511
bd3b2a1af1abd0d48af835aa69848232,0.014898804432417954
d50372645903431bd7ceb57bbf1cea06,0.11225556784579063
8a11f5487e2e8a6e91d0ab1b6003b55e,0.015541179783806773
ab96e787fdf0827bbebcf95b1243d041,0.015082963485803144
233d244d79e364f517c846cb3ab1932a,0.03125180018872224
45971d4e3a47775bb5a7260bb5ea3c36,0.0033627704472513403
5ccb10967f79fb08ace2d99ac6e0f3f1,0.13351046992582227
79dada7dfeb73ecb13b585716a422ccf,0.24066104674451638
3566dc034b1552ff7a1026ea1ab6baab,0.8628266618083196
895bf949198fb300efb4361ccd8231e6,0.40198807027907346
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.2982300978523094
5595e4faeb748e040ae99b98bcd60af9,0.012500018345770525
9c366222ca168600b6db86cfdda4cc90,0.05303604064874916
a79760db64a402bcc8e817800fe36ec1,0.0145769431251755
e3ad251da8e9d9405cce8312577cf855,0.023410029364122655
7c4da7b8abe1e7c113a59ed81d30d9fd,0.01756272158530882
c78385401b8d4aafc615e0f5dae1b165,0.00862177455861307
0f7837f2007516c4d60b341d4a4385a2,0.02889700006443995
be7d4bfb2a7dce1d959ca800974beec7,0.7262779900147132
2199d3381c925a326f5e84d81a3821a6,0.005472299555136094
fd6b3135204cd9f921f8d4fef7ed926f,0.5364252139051672
4c1f53490ba4a74f8d5f19da61a72541,0.05162533288469233
39a70c21ccaf86001a9f63236b92fda0,0.03557310758717331
f291ca841a04889d5eeef0a82f6e9af5,0.02350333904542594
109c7cdf766b45626ee333fc419d0e29,0.00941966799866162
f2a7e010cf96014e5fbcea5030aacb2d,0.003588442910664491
8748231d6e955fdb991846ea7266b1f6,0.4895557089704524
74160f70d55985465a6e3142fac2a6f4,0.5110385129859445
f2f1d5a683617b2bdb6cb0b1eae67135,0.010601586417233482
319787f387c4fff24fba48f5145c70f6,0.27592977420628606
71e78ba4882ea90647b0d480165fa93d,0.13247335488680587
7cb55aabcd9cc97853b316b5a78c1157,0.04939110318128571
125cfd843805b5195f9d6bab20f6c60d,0.041925539871334135
7b79565657a886ce1111ff4f0d55356f,0.01653321339494168
8d41c15f9018f790b4f9f4401245010a,0.9339423219561931
8901071b74abf8bc7e6821d9aad6c189,0.04424371197592696
8941ef21c66e1787f2fdb20031c9a875,0.15301590044142954
e687e33d43d2b14b42160cfdcf050c1d,0.012624950477771598
927e2fe3ab21798d06610cea9ac47a3f,0.018854138872771226
8f0e4509d1fc44c2d0f246f8042f0e82,0.012371190871153804
aeca5711e8f5d1f000ecb7571553d277,0.6070243878273954
e8a06b22835be750ff991aacb1d4a705,0.024806058038209778
b7ba90462da8c4ee93d45780a7c07f38,0.5665340960909265
489fa37b171b4983640b9ecebc2f243e,0.005246535039012239
279591f4fc0b26ca4aba27721990c699,0.12837672737002181
e528bcdf2097e7bd22af3ebb82e00129,0.4127426666888337
79db58d81b6bffe403a5adafa9c5a3fa,0.01097673815972912
c8c2d3826f22d3ea1d438fa6bfd0d3fc,0.2366817942072319
41cea25bf286830d1c09cdaf8a5d374d,0.03473907215345411
fdd410318c48324908ee71ff7cbd746c,0.024766564260487844
41214fb3c1c0e64e1893d590b73ecf32,0.01189411281083702
103699d777d0304adfe836ca4b609bc8,0.011887622331146782
45e2dc4ff5beb908e757bf3c2c216611,0.16114178551175282
674a4677f98c868bf34d5349e498010b,0.010786549410747918
e9fcd7cf8ef6adce747cb0457cc0195a,0.1082186636208968
54bf8bbedb6f2ba8cd70f97a69858e48,0.02321130219023886
eaa32c70feaf28dadbc8f34ef9b8bbd2,0.13918189532341385
016cdcd869d87e70cb9920a619cb86dd,0.017225707087896225
b9707c21cf54b6736cd75a08a922f19e,0.02161528234153687
9e80cff8367fcc686a0b60b0a12504a4,0.028964452227804145
f7275e160ccf7a6b4b3bd2c4ab05c6ca,0.011407042520924228
f2de34089ed3c2d2ddc3b2f26c4260ce,0.10176522981158223
421dbc76ad31fe7a7668251793224758,0.02908079042199662
cb84d596d8991e8c8f48051c1c3e6d59,0.11526123418910049
6754d31aa446cefd7d5e7c15f13586b0,0.03611602580388639
6d279bcbb439bd417fb02d750db7de08,0.012046154194950517
c45ec9e2493563e5bba0499260cf0f7c,0.009590322066705695
db447f582f4f69de0f1059134442fce9,0.6369981852723925
4487c23453c6b7c4a0808784d860f1d3,0.03634738221216204
fca24a0e59915001b971721b76177012,0.021132316735241664
2842d28ce8c356cb291bfc38fcd9a48e,0.14631066722639618
5991b1d4e7569883393a43a021d3dcf8,0.014222671330998766
01c9cdd6e0f0829b9c5e628997fc7faf,0.1524401187372188
819b99db8bb1f7dc253ce4449fcd06d0,0.03946284320855654
004955e30603d8c06c1ff917736eb418,0.0045859280072087765
b88db2b9014326195a415796beacbaa7,0.01767245816859976
a09327b95e3d5bedd60a4031bd1abdff,0.2838624883837826
5a4855b9a4afb491d3fefaa020a7d146,0.3186868462874309
18357e067dfcb007f3b16b4a55ae4fe2,0.1643160339220494
3d13a8bc3d49f9b418ab88d3a7d3e35d,0.023667185491629335
d55813d0860b75c01d8e66431529cb4c,0.02976998661218205
ce145419bf752bf610eebff30392d0f9,0.029894220297486
cf40a1de3f93b4a025409b5efa5aa210,0.2374116285611478
84341911f905ca8d650821695f4cc1e0,0.04136014278006056
1b611914257d71f0db2bcb5a738210ac,0.03992457482176487
3d13be41af88ebd28915075a364c6d2f,0.02483901697290679
12eac23e7fa399d7bbe7d7d8a31f2e93,0.03376252702791515
74e425bd6aa3536ba59dedd0feaa7297,0.017247820711469946
13a26a0a68508e3f464400b26647a5ba,0.00806101404918595
eaf6ce7ac118db9478b45c8fd8aac1e0,0.03431422801175627
b6e11653aa7833f49db22ddcb053c51d,0.019491711150956527
245e13d2d6a29abccebd21cc415f9324,0.016568204513699024
c4f30de85d94d65331ebdaa066be7be4,0.031220339007112238
d7a57ec091fec244fa2ac5b6edbc3952,0.03342190237786874
10fba33e77c369a47db11a3626c16177,0.0010766470400707174
c4fccf9d97aee52d49787acc38981d31,0.07135343485200328
ac281d2059eb78b72539a9694dc7bed6,0.013260020739719483
6051eb6d72d48d6a04353a1074b5c2bd,0.005618626739050771
